rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/10008234-alexandra,Robin Clifford,FALSE,Reeling Reviews,Fresh,B+,2008/6/13,"...a film for the thoughtful, discerning filmgoer who is looking for something not made in the Hollywood, USA."
m/10008234-alexandra,Wesley Morris,TRUE,Boston Globe,Fresh,3.5/4,2008/6/20,"Alexandra is a pleasure to watch, but it's also one of those lovely, unclassifiable movies that flourishes better with repeated or prolonged exposures."
m/10008234-alexandra,Tricia Olszewski,FALSE,Let's Not Listen,Fresh,,2008/7/2,"Alexandra washes over you like a gentle slice-of-life movie rather than polemic, with Vishnevskaya demanding your attention every moment she's onscreen."
m/10008234-alexandra,John Hartl,TRUE,Seattle Times,Fresh,3月4日,2008/7/18,"The sepia tones and the claustrophobic camerawork are instantly recognizable as Sokurov's work, and so is the emphasis on family intimacy."
m/10008234-alexandra,Bill White,FALSE,Seattle Post-Intelligencer,Fresh,A,2008/7/18,Every woman with a child in the military dreams about the mysterious environs of war into which her child has disappeared. Such a dream is the subject of Alexander Sokurov's astonishing Alexandra.
m/10008234-alexandra,Marty Mapes,FALSE,Movie Habit,Fresh,3月4日,2008/7/19,"Clever scenario looks at the balance of power betwween age, sex, and nationality"
m/10008234-alexandra,Boo Allen,FALSE,Denton Record-Chronicle,Rotten,2.5/5,2008/7/20,"Interesting look at life in the Russian military, but to what purpose?"
m/10008234-alexandra,Frank Swietek,FALSE,One Guy's Opinion,Fresh,B+,2008/7/29,One of those pure films that's devoid of excess and overstatement...simple but searing.
m/10008234-alexandra,Michael Phillips,TRUE,Chicago Tribune,Fresh,4月4日,2008/8/7,"The film is built on a massive incongruity: Watching this octogenarian drag her little bent-up wheeled luggage cart, amid rolling tanks and military transport trucks, you're looking at two eternal verities%u2014war, and civilians caught up in its wake%u20"
m/10008234-alexandra,Roger Ebert,TRUE,Chicago Sun-Times,Fresh,3.5/4,2008/8/8,"Remarkable, how little Sokurov tells us, while telling us so much."
m/10008234-alexandra,Tim Brayton,FALSE,Antagony & Ecstasy,Fresh,10月10日,2008/8/22,Here is what filmmaking looks like at its absolute best: a movie of bold and aggressive originality that expresses itself with the utmost delicacy.
m/10008234-alexandra,Anton Bitel,FALSE,Film4,Fresh,3.5/5,2008/9/19,"Perhaps Sokurov's film will leave some viewers as weary as its protagonist, but this intimate and evocative journey through war is well worth taking."
m/10008234-alexandra,Derek Malcolm,TRUE,London Evening Standard,Fresh,4月5日,2008/9/26,Sokurov is able to say things about the terrible conflict without obvious polemic but to the maximum possible effect. That's largely why he is one of the most audacious and original directors in the world today.
m/10008234-alexandra,Anthony Quinn,TRUE,Independent (UK),Rotten,2月5日,2008/9/26,"His sepia images of war's futility are beautiful, and Vishnevskaya's face is a compelling one, but they cannot compensate for the soporific anti-narrative."
m/10008234-alexandra,Nigel Andrews,TRUE,Financial Times,Fresh,,2008/9/26,"The eerie haze of the visuals, the half-babble of music and the toneless, teasing dialogue dance attendance on the strangest ghost of all: Galina Vishnevskaya."
m/10008234-alexandra,Sam Wigley,FALSE,Total Film,Fresh,4月5日,2008/9/26,"Shot in shades of bleached-out khaki brown and augmented by a heart-rending orchestral score, it's a unique and intensely moving elegy for wasted lives."
m/10008234-alexandra,Tim Evans,FALSE,Sky Cinema,Fresh,3月5日,2008/9/26,It's a film of small details rather than big gestures...and all the more powerful for it.
m/10008234-alexandra,Sukhdev Sandhu,TRUE,Daily Telegraph (UK),Fresh,,2008/9/26,"But Aleksandr Sokurov, with the mesmerising and subtly disorientating directorial style that he has mastered, makes it feel emotionally real and imaginatively true. A wonderful film."
m/10008234-alexandra,Cath Clarke,TRUE,Guardian,Fresh,4月5日,2008/9/26,A bone-weariness pervades every inch of the film; even the light is bleached dry of vitality.
m/10008234-alexandra,James Christopher,TRUE,Times (UK),Fresh,3月5日,2008/9/26,"Apart from a thoroughly irritating background track of schmaltzy classical music, this is Sokurov at his shortest and most digestible."
m/10008234-alexandra,Wally Hammond,TRUE,Time Out,Fresh,4月6日,2008/9/26,"It's also quietly challenging, in its own way, not least in its portrait of old age, its trials, new freedoms and the privilege of changing one's mind before it becomes too late."
m/10008234-alexandra,David Parkinson,FALSE,Empire Magazine,Fresh,4月5日,2008/9/26,"This is war as stalemate, with Aleksandr Burov's bleached images creating an alien landscape in which colour is as rare as compassion. Rarely has combat seemed so savage or futile."
m/10008234-alexandra,J. R. Jones,TRUE,Chicago Reader,Fresh,,2008/10/24,"At least one critic has called this Sokurov's most political film, but on its deepest level it considers not a particular war but the complex feelings between mothers and the young men they send out into the world to kill or be killed."
m/10008234-alexandra,Fernando F. Croce,FALSE,CinePassion,Fresh,,2009/8/27,"Eccentric and tender, it is a picture out for grace rather than polemics, and it finds enough to make one see emotional intimacy anew"
m/10008234-alexandra,Dennis Schwartz,FALSE,Dennis Schwartz Movie Reviews,Fresh,A,2009/9/28,An unusual masterpiece atmospheric anti-war film that is an example of cinema as pure feeling.
m/10008234-alexandra,Lisa Schwarzbaum,TRUE,Entertainment Weekly,Fresh,A-,2011/9/7,
m/10008234-alexandra,David Fear,TRUE,Time Out,Fresh,5月5日,2011/11/16,
m/10008234-alexandra,,TRUE,St. Louis Post-Dispatch,Fresh,B,2011/11/16,
m/10008234-alexandra,Daniel Kasman,FALSE,d+kaz. intelligent movie reviews,Fresh,B-,2011/11/16,
m/10008234-alexandra,Matthew Turner,FALSE,ViewLondon,Rotten,2月5日,2011/11/16,
m/10008234-alexandra,Steven Rea,TRUE,Philadelphia Inquirer,Fresh,3月4日,2011/11/16,
m/10008234-alexandra,Daniel Kasman,FALSE,MUBI,Fresh,,2017/11/17,"The film had so beautifully evoked this tenor of decamped emotional ties, of a people cared for forever traveling away from home, by conflating the grandmother's searching familial love with the isolated, forlorn faces of the soldiers..."
m/10008234-alexandra,Michael Sicinski,FALSE,Cinema Scope,Rotten,,2017/11/27,"Alexandra is a film made by someone who wants to talk, which is an admirable gesture. It's just not the correct one."
m/10008234-alexandra,Matthew Lucas,FALSE,From the Front Row,Fresh,3.5/4,2019/7/6,"A rich and rewarding film, a deeply humanist work of art that is as tender as it is bracing."
m/10008390_blood_and_tears,Charles Petersen,TRUE,Village Voice,Fresh,,2007/6/13,"A well-balanced primer on the Arab-Israeli conflict, Blood and Tears takes just over an hour to go from the roots of Zionism to the recent electoral victory of Hamas."
m/10008390_blood_and_tears,Jeannette Catsoulis,TRUE,New York Times,Fresh,3.5/5,2007/6/15,"'A small house can accommodate hundreds of friends, but can't accommodate two enemies,' the doctor says ruefully, quoting an Arab proverb. Sadly, Blood and Tears is the proof."
m/10008390_blood_and_tears,Ella Taylor,FALSE,L.A. Weekly,Rotten,,2007/8/23,"Unless you've thrown up your hands and butted out of all news of the Middle East debacle, nothing in this methodical, unimaginative documentary about the Arab-Israeli conflict will surprise, edify or, God forbid, outrage you."
m/10008390_blood_and_tears,Eric Monder,FALSE,Film Journal International,Rotten,,2007/8/27,"Nothing more than a collection of sound bytes, most of them biased, many of them inflammatory, by a variety of speakers. It is hard to know what good this does."
m/10008390_blood_and_tears,Brian Webster,FALSE,Apollo Guide,Rotten,65/100,2007/8/31,"As the film progresses, it becomes increasingly bold in taking sides, while all the time pretending to be unbiased."
m/10008390_blood_and_tears,Ross Anthony,FALSE,Hollywood Report Card,Fresh,2.5/4,2007/9/5,"Though refreshingly reluctant to take sides regarding geography of the matter, the film has a subtle slant toward peace."
m/10008423-cool_school,Luke Y. Thompson,FALSE,New Times,Fresh,,2007/7/2,"...a fun, jazzy look at L.A.'s first real wave of modern artists"
m/10008423-cool_school,Cate McQuaid,TRUE,Boston Globe,Fresh,2.5/4,2007/11/2,Morgan Neville's quick-paced documentary The Cool School recounts the rise and fall of Ferus Gallery and the mark it made on American art.
m/10008423-cool_school,Tom Keogh,TRUE,Seattle Times,Fresh,3.5/4,2008/2/22,A lively film that doesn't linger too long on any one thought or with any one interviewee.
m/10008423-cool_school,Bill White,FALSE,Seattle Post-Intelligencer,Fresh,B,2008/2/22,"It is a fascinating journey through a piece of art history, the full impact of which may be yet to come."
m/10008423-cool_school,John Anderson,TRUE,Variety,Fresh,,2008/2/22,"What The Cool School does so well, through its color accents and black-and-white photography...is impart a sense of discovery."
m/10008423-cool_school,Kenneth Baker,TRUE,San Francisco Chronicle,Fresh,3月4日,2008/3/21,"No one emerges very well defined from this historical shuffle, but those who know the artists' works, or names such as Hopps and Blum, but have never heard them speak, will find The Cool School absorbing and informative."
m/10008423-cool_school,Nathan Lee,TRUE,Village Voice,Fresh,,2008/3/25,"All told, and well told, this is essential history."
m/10008423-cool_school,Nick Schager,FALSE,Slant Magazine,Rotten,2月4日,2008/3/25,"Largely avoids sharply delineated portraits, with its focus on the scene at the expense of individuals, ultimately resulting in a documentary that doesn't rise above the functional."
m/10008423-cool_school,Kam Williams,FALSE,NewsBlaze,Fresh,3月4日,2008/3/25,"Though designed more for the devotee of the arts than your average moviegoer, the film is still apt to enthrall even the uninitiated who wouldn't know a Jackson Pollock from a Willem de Kooning."
m/10008423-cool_school,Lisa Schwarzbaum,TRUE,Entertainment Weekly,Fresh,A-,2008/3/26,"Documentarian Morgan Neville takes an appropriately lively, left-field approach to The Cool School's eye-opening history of the Beat-era Left Coast art scene -- a lesser-known chapter in the story of American modern art."
m/10008423-cool_school,Ron Wilkinson,FALSE,Monsters and Critics,Fresh,7月10日,2008/3/28,Surf's up in Southern California as the modern art world invades Nixonville and Reagan City in the 1950s. A fascinating look at the start of something big: modern art in Los Angeles.
m/10008423-cool_school,Ken Fox,FALSE,TV Guide,Fresh,3月4日,2008/3/28,Thoughtful and thought-provoking.
m/10008423-cool_school,Lou Lumenick,TRUE,New York Post,Fresh,2.5/4,2008/3/28,Diverting.
m/10008423-cool_school,Manohla Dargis,TRUE,New York Times,Fresh,3.5/5,2008/3/28,"The Cool School, a breezy, lively documentary about a thin slice of the Los Angeles fine art scene in the 1950s, is easy on the eyes, and the ears too."
m/10008423-cool_school,John Anderson,TRUE,Newsday,Fresh,3月4日,2008/3/28,Cool School is a must for anyone interested in 20th century American art.
m/10008423-cool_school,David Noh,FALSE,Film Journal International,Fresh,,2008/4/1,"Definitely proves that, contrary to certain opinions, Los Angeles is not a cultural wasteland where fine art is concerned."
m/10008423-cool_school,Sara Maria Vizcarrondo,FALSE,Boxoffice Magazine,Fresh,4月5日,2008/4/4,Sweeps you off your feet with quick-witted visuals and cleverly used archival footage.
m/10008423-cool_school,Jules Brenner,FALSE,Cinema Signals,Fresh,3.5/5,2008/5/21,Makes the case that there's more than basket weaving and freeway driving going on in the seedbed of originality we know as the Great Basin of L.A.
m/10008423-cool_school,Geoff Berkshire,FALSE,Metromix.com,Fresh,3月5日,2008/5/22,Breezy doc lives up to its title.
m/10008423-cool_school,Ron Stringer,FALSE,L.A. Weekly,Fresh,,2008/5/22,Veteran documentarist Morgan Neville's illustrated history of the painters and sculptors associated with Venice's Ferus Gallery (1957-1967) is at once lively and analytical.
m/10008423-cool_school,David Cornelius,FALSE,eFilmCritic.com,Fresh,3月5日,2008/6/20,"The Cool School is neither as lively nor as complete as it could be, but as an introduction to modern art, it's a fine freshman course."
m/10008423-cool_school,Wendy Ide,TRUE,Times (UK),Rotten,2月5日,2008/8/15,The Cool School is a history of the LA art scene which will be most interesting for those who are involved in it.
m/10008423-cool_school,Sam Jordison,FALSE,Film4,Fresh,3.5/5,2008/8/15,"Occasionally too reverent, this remains an effective evocation of a vibrant and interesting art scene, not to mention a touching paean to lost youth."
m/10008423-cool_school,David Jenkins,TRUE,Time Out,Fresh,3月6日,2008/8/15,Morgan Neville's 'The Cool School' is a slickly packaged document of the burgeoning modern art scene in LA during the late '50s and early '60s which sadly submerges its fascinating subject matter in technical clutter and contrived set-ups.
m/10008423-cool_school,Joshua Rothkopf,TRUE,Time Out,Fresh,4月5日,2011/11/17,
m/10008423-cool_school,James Hughes,FALSE,Stop Smiling,Fresh,,2017/8/24,"Neville's film shows, in effect, how deliberate the founding of an art movement can be. But also how thrilling it is for those at the eye of the storm."
m/10008496-pathology,John Campea,FALSE,The Movie Blog,Fresh,7.5/10,2008/4/15,"An intense, sexy medical thriller that gives us a glimpse of what CSI would look like if it were a horror."
m/10008496-pathology,James Rocchi,FALSE,Common Sense Media,Fresh,3月5日,2008/4/16,"Medical thriller mixes extreme violence, sex."
m/10008496-pathology,Brad Miska,FALSE,Bloody Disgusting,Fresh,3.5/5,2008/4/17,"If you are a hardcore fan of films like FLATLINERS, I guarantee that you'll dig this flick... PATHOLOGY is really a gem that doesn't deserve to be overlooked."
m/10008496-pathology,Todd Gilchrist,FALSE,IGN Movies,Fresh,3.5/5,2008/4/17,One of the more effective and chilling thrillers released this year.
m/10008496-pathology,Scott Weinberg,FALSE,FEARnet,Fresh,3月5日,2008/4/18,"Not exactly a great movie, but it's sick, slick, and strange enough to warrant a 90-minute look."
m/10008496-pathology,Luke Y. Thompson,FALSE,OC Weekly,Fresh,,2008/4/18,"When a movie opens with the diner scene from When Harry Met Sally as performed by cadavers, and later proceeds to sex scenes involving scalpels and needles, the actual plot becomes inconsequential."
m/10008496-pathology,Frank Swietek,FALSE,One Guy's Opinion,Rotten,F,2008/4/18,An inordinately sleazy medical thriller operating on the erroneous belief that the combination of hot sex and cold corpses constitutes a real turn-on.
m/10008496-pathology,Peter Sobczynski,FALSE,eFilmCritic.com,Rotten,1月5日,2008/4/18,"This is the film that should have been called ""Coma"""
m/10008496-pathology,Geoff Berkshire,FALSE,Metromix.com,Rotten,2.5/5,2008/4/18,"Slickly made but utterly gratuitous, this wannabe-edgy thriller was an odd choice for Ventimiglia to make during his first Heroes hiatus."
m/10008496-pathology,Jeffrey M. Anderson,FALSE,Cinematical,Rotten,,2008/4/21,It's as if [director] Schoelermann and screenwriters Mark Neveldine and Brian Taylor had more of a concept than a concrete idea.
m/10008496-pathology,Frank Scheck,TRUE,Hollywood Reporter,Rotten,,2008/4/21,"A particularly nasty slice of medical-themed horror, Marc Scholermann's film is the sort of thriller in which the tenderest scene depicts an autopsy."
m/10008496-pathology,Scott Tobias,TRUE,AV Club,Fresh,B-,2008/4/21,"Much like Crank, it's the guiltiest of guilty pleasures."
m/10008496-pathology,Sandy MacDonald,TRUE,Boston Globe,Fresh,3月4日,2008/4/21,"Even squeamish viewers are apt to be captivated by the tight, credible scripting; these 20-somethings talk and behave like today's irony-clad young sophisticates. And whatever your opinion of the subject matter, you can't fault the filmmaking."
m/10008496-pathology,Peter Debruge,TRUE,Variety,Rotten,,2008/4/23,"Like its characters, the pic is too clever for its own good, allowing the meticulously researched scenario to be undone by implausible behavior and gaping plot holes."
m/10008496-pathology,Frank Lovece,FALSE,Film Journal International,Rotten,,2008/4/23,As dull as a conversation with a corpse.
m/10008496-pathology,Mark Olsen,TRUE,Los Angeles Times,Fresh,3月5日,2008/4/25,"Gleefully brimming with body parts and bad behavior, Pathology is a fun piece of flamboyant tastelessness."
m/10008496-pathology,Pete Hammond,FALSE,Boxoffice Magazine,Rotten,1.5/5,2008/4/25,"Existing somewhere in a world between Flatliners, Saw and Last Tango in Paris, this oversexed, over the top, underwritten medical horror flick won't come anywhere near the success of those films."
m/10008496-pathology,Jules Brenner,FALSE,Cinema Signals,Rotten,3月5日,2008/9/19,Comes off as a semi-absurd variant of the horror mystique cheating the potentials of impeccable production values.
m/10008496-pathology,Lucius Gore,FALSE,ESplatter,Fresh,2月4日,2008/10/8,"To put things into perspective, the campier ""Saw"" films are all better -- and more clever ..."
m/10008496-pathology,David Nusair,FALSE,Reel Film Reviews,Rotten,2月4日,2009/6/16,...a sporadically compelling yet hopelessly inconsequential piece of work.
m/10008496-pathology,Dave White,FALSE,Movies.com,Rotten,1月5日,2011/4/4,
m/10008496-pathology,Joshua Rothkopf,TRUE,Time Out,Rotten,1月5日,2011/11/17,
m/10008502-christmas_carol,James O'Ehley,FALSE,fantastiqueZINE,Rotten,,2009/11/2,This new Christmas Carol starring Jim Carrey will scare the bejesus out of small children!
m/10008502-christmas_carol,Louise Keller,FALSE,Urban Cinefile,Fresh,,2009/11/2,"Conceptually brilliant with mind-blowing special effects, but who is the intended audience of this visual extravaganza? Certainly not children: the content is far too dark with haunting imagery that could provoke nightmares for impressionable youngsters"
m/10008502-christmas_carol,Drew McWeeny,FALSE,HitFix,Fresh,,2009/11/3,"If Disney invested in this because they were hoping for an annual re-release and an easy cash cow every time the season rolls around, I think they'll be disappointed."
m/10008502-christmas_carol,Nick Schager,FALSE,Slant Magazine,Rotten,2月4日,2009/11/3,"A clear step in the right direction for Zemeckis and his pet techno-project, the film nonetheless ultimately sabotages itself by prizing the hectic over the heartfelt."
m/10008502-christmas_carol,Prairie Miller,FALSE,NewsBlaze,Rotten,,2009/11/3,"This Carol has a worse identity crisis than Scrooge. Clinging to the novel, the film tries to break out of its insular theatrics to propel Scrooge and his supernatural helpmates into outer space, as if in takeoff into a different sci-fi comic book movie."
m/10008502-christmas_carol,Pete Hammond,FALSE,Boxoffice Magazine,Fresh,4月5日,2009/11/3,The director has brought this Charles Dickens classic to such vivid life that in some ways you feel like you are experiencing it for the first time
m/10008502-christmas_carol,Ella Taylor,TRUE,Village Voice,Rotten,,2009/11/3,A Christmas Carol is a whiz-bang 3-D thrill-ride with all the emotional satisfaction squeezed out of it.
m/10008502-christmas_carol,Hilton Thomas,FALSE,Empire Magazine,Fresh,3月5日,2009/11/3,"Zemeckis' motion-capture animated features continue to be odd presents, offering undeniable technical skill with a host of other obstacles hindering total enjoyment."
m/10008502-christmas_carol,Annette Basile,FALSE,FILMINK (Australia),Fresh,,2009/11/3,"There are nightmarish images, ghostly themes and a feeling that it might be a bit much for kids, but it's a touching film with visuals that will blow your mind. It's a trip."
m/10008502-christmas_carol,Alonso Duralde,FALSE,MSNBC,Rotten,2月5日,2009/11/3,"Bob Hoskins looks just right as kind old Mr. Fezziwig, but that may be more of a testament to the actor's physiognomy than to the motion-capture process, which makes most of the film's cast look like they just sauntered out of Madame Tussauds."
m/10008502-christmas_carol,Kirk Honeycutt,TRUE,Hollywood Reporter,Rotten,,2009/11/3,"A Christmas Carol is, in its essence, a product reel, a showy, exuberant demonstration of the glories of motion capture, computer animation and 3D technology. On that level, it's a wow. On any emotional level, it's as cold as Marley's Ghost."
m/10008502-christmas_carol,Todd McCarthy,TRUE,Variety,Rotten,,2009/11/3,"Shortchanging traditional animation by literalizing it while robbing actors of their full range of facial expressiveness, the performance-capture technique favored by director Robert Zemeckis looks more than ever like the emperor's new clothes."
m/10008502-christmas_carol,John Hazelton,FALSE,Screen International,Fresh,,2009/11/3,A Christmas Carol is an engaging and relatively dark take on a seasonal classic that finds director Robert Zemeckis refining the performance capture animation technique he used to mixed effect on The Polar Express and Beowulf.
m/10008502-christmas_carol,Edward Douglas,FALSE,ComingSoon.net,Fresh,7月10日,2009/11/3,"By the time it's over, you'll have to be a real Scrooge yourself to not have at least a little bit of the Christmas spirit instilled into you."
m/10008502-christmas_carol,Amber Wilkinson,FALSE,Eye for Film,Fresh,4月5日,2009/11/3,"This is a faithful retelling of the story, proving that strong tales such as these are better off without embellishment. The enhancements here come, not to the source material but to the look of the film, which is beautifully rendered in immersive 3D."
m/10008502-christmas_carol,Brian Orndorf,FALSE,BrianOrndorf.com,Fresh,B+,2009/11/4,"A moody picture of extraordinary technical achievement, not a glazed retelling of holiday reform. The distance is unavoidable, but my hope is that audiences take the opportunity to drink in the astonishing craftsmanship of the film."
m/10008502-christmas_carol,Owen Gleiberman,TRUE,Entertainment Weekly,Fresh,A,2009/11/4,"Disney's A Christmas Carol is a marvelous and touching yuletide toy of a movie, and the miracle is that it goes right back to the gilded Victorian spirit of those black-and-white films of yore."
m/10008502-christmas_carol,Armond White,FALSE,New York Press,Rotten,,2009/11/4,Zemeckis' latest motion-capture CGI project capsizes Dickens' narrative power simply because the faces of the human simulacra are so utterly inexpressive and ugly.
m/10008502-christmas_carol,David Stratton,FALSE,At the Movies (Australia),Fresh,4月5日,2009/11/4,"Against the odds, this Disney version, written and directed by Robert Zemeckis, could be the best adaptation to date of the story."
m/10008502-christmas_carol,Joshua Tyler,FALSE,CinemaBlend,Fresh,3.5/5,2009/11/4,Charles Dickens' classic story hasn't been revitalized but it has been faithfully and capably recreated.
m/10008502-christmas_carol,Jake Wilson,TRUE,The Age (Australia),Fresh,4月5日,2009/11/4,"Even as [Zemeckis] uses the 3D process to turn A Christmas Carol into a rollercoaster ride through a solidly built fantasy world, he never forgets that at bottom the tale is an awful warning about how egoism and greed can destroy your humanity."
m/10008502-christmas_carol,Julian Roman,FALSE,MovieWeb,Rotten,3月5日,2009/11/4,"All style and no substance, Disney's A Christmas Carol is a yawn inducing retread of a tired fable."
m/10008502-christmas_carol,Susan Granger,FALSE,SSG Syndicate,Fresh,8月10日,2009/11/4,"Utilizing performance-capture technology, it's intricate and ingenious, offering a 3-D fantasy/adventure thrill ride, soaring into the holiday season."
m/10008502-christmas_carol,Marshall Fine,FALSE,Hollywood & Fine,Fresh,,2009/11/4,"Thankfully, this Christmas Carol is Scrooge-centric...and, thanks to an unusually layered performance by Jim Carrey, that mostly saves the day for this film."
m/10008502-christmas_carol,Eric D. Snider,FALSE,EricDSnider.com,Rotten,C,2009/11/5,Charles Dickens' lifelong wish to have his story retold as a three-dimensional cartoon has finally been realized. At last his soul may be at peace.
m/10008502-christmas_carol,Sandie Angulo Chen,FALSE,Common Sense Media,Fresh,3月5日,2009/11/5,3-D adaptation of classic holiday tale may scare young kids.
m/10008502-christmas_carol,Matthew Razak,FALSE,Examiner.com,Fresh,,2009/11/5,If you've ever wanted to see what 3D could actually do for a film if it wasn't just used as a gimmick then check out A Christmas Carol.
m/10008502-christmas_carol,Jim Judy,FALSE,Screen It!,Fresh,,2009/11/5,Parental Content Review
m/10008502-christmas_carol,Dustin Putman,FALSE,TheFilmFile.com,Fresh,3月4日,2009/11/5,"Children not already familiar with the past iterations of A Christmas Carol will be in heaven if they can get past the spookier elements, while the rest of viewers will be happy with, if not quite euphoric for, what Robert Zemeckis has cooked up."
m/10008502-christmas_carol,Matt Stevens,FALSE,E! Online,Fresh,B,2009/11/5,"Happily, despite all the ornamentation in this 3-D adaptation, the pic remains mostly faithful to the novel, while only occasionally devolving into spectacle."
m/10008502-christmas_carol,Michael Phillips,TRUE,Chicago Tribune,Fresh,2.5/4,2009/11/5,"Just when you give up on it, usually in the middle of its latest, extraneous, gyroscoping thrill-ride sequence, Zemeckis reminds you that he's capable of true visual dynamism, enhanced but not wholly dictated by the digital landscape he so clearly adores."
m/10008502-christmas_carol,Shawn Levy,FALSE,Oregonian,Fresh,B-,2009/11/5,"Carrey's Scrooge is deliciously pinched and credible. As, indeed, is this film -- that is, when it feels like Dickens and not a theme park ride."
m/10008502-christmas_carol,Mary Elizabeth Williams,TRUE,Salon.com,Rotten,,2009/11/5,Have we learned nothing from The Klumps?
m/10008502-christmas_carol,Joe Morgenstern,TRUE,Wall Street Journal,Rotten,,2009/11/5,"To put it bluntly, if Scroogely, Disney's 3-D animated version of A Christmas Carol is a calamity."
m/10008502-christmas_carol,Betsy Sharkey,TRUE,Los Angeles Times,Rotten,2月5日,2009/11/5,"By the time A Christmas Carol finishes piling its many shiny presents with their many bells and whistles under the tree, there's no room left for tears for Tiny Tim. Bah humbug indeed."
m/10008502-christmas_carol,Leigh Paatsch,FALSE,Herald Sun (Australia),Fresh,3.5/5,2009/11/5,This motion-capture animated adaptation is a real Christmas cracker.
m/10008502-christmas_carol,John Hartl,TRUE,Seattle Times,Fresh,3月4日,2009/11/5,"Zemeckis' movie may lack the emotional impact of the 1951 British version of A Christmas Carol, starring Alastair Sim as a truly transformed and happy Scrooge. Nevertheless, it's a visual treat that respects and artfully enhances its source."
m/10008502-christmas_carol,Des Partridge,FALSE,Courier Mail (Australia),Fresh,3月5日,2009/11/5,"Enough elements of Dickens's story remain for a viewer to be refreshed by Scrooge's change of heart, and to be moved by his rediscovery of the Christmas spirit that climaxes the story."
m/10008502-christmas_carol,Claudia Puig,TRUE,USA Today,Rotten,2月4日,2009/11/5,A re-telling should either present a resonant or fresh thematic take. This Christmas Carol seems like a pale ghost of Dickens' magical Christmas classic.
m/10008502-christmas_carol,Carrie Rickey,TRUE,Philadelphia Inquirer,Rotten,2月4日,2009/11/5,"Carrey's performance as the miserly misanthrope is lost amid effects more typically encountered in theme-park and video-game adventures. (P.S.: Is it just me, or does it also peeve you that the Mouse House claims proprietary rights on Dickens' title?)"
m/10008502-christmas_carol,Gary Thompson,FALSE,Philadelphia Daily News,Rotten,C+,2009/11/5,"There's some dazzling stuff here. But you get creepy, dead-eyed and inexpressive performances - even sympathetic characters end up looking like the ventriloquist's doll in that Anthony Hopkins movie."
m/10008502-christmas_carol,Stephen Whitty,TRUE,Newark Star-Ledger,Fresh,3月4日,2009/11/5,"It's nice of Hollywood to go to all the trouble but, honestly, Dickens doesn't need the help."
m/10008502-christmas_carol,Amy Nicholson,TRUE,I.E. Weekly,Fresh,A,2009/11/5,"Charles Dickens wrote the book 50 years before movies even existed. He wrote for the imagination. And until now, movies haven't been able to measure up."
m/10008502-christmas_carol,Jeff Vice,FALSE,Deseret News (Salt Lake City),Rotten,2月4日,2009/11/5,"It's an unengaging, dull adaptation that has nothing really new to say in regards to the already-much-told tale."
m/10008502-christmas_carol,Ty Burr,TRUE,Boston Globe,Fresh,3月4日,2009/11/5,"Shockingly, the new film turns out to be very good, at times close to brilliant: a darkly detailed marvel of creative visualization that does well by Dickens and right by audiences -- when it's not trying to sell them a theme park ride."
m/10008502-christmas_carol,Keith Phipps,TRUE,AV Club,Rotten,C,2009/11/5,"The holiday spirit feels real, but the film does not."
m/10008502-christmas_carol,Frank Swietek,FALSE,One Guy's Opinion,Rotten,C,2009/11/5,Clear evidence of the limitations of the performance-capture method of animation and of the excesses it invites...there's more of artifice than art in it.
m/10008502-christmas_carol,Nell Minow,FALSE,Beliefnet,Fresh,A-,2009/11/5,The utter freedom of camera movement evokes a visceral sense of buoyant jubilation that immediately connects us to the movie's setting.
m/10008502-christmas_carol,Scott A. Mantz,FALSE,Scott Mantz' Movie Reviews,Rotten,2月5日,2009/11/5,"It's visually stunning and all, but this is one version of A Christmas Carol that the world can probably live without. Humbug!"
m/10008502-christmas_carol,Brian Tallerico,FALSE,Movie Retriever,Rotten,,2009/11/5,All I want for Christmas is for Robert Zemeckis to stop making mo-cap movies.
m/10008502-christmas_carol,Duane Dudek,FALSE,Milwaukee Journal Sentinel,Rotten,2.5/4,2009/11/5,"If you want realism, use actors. If you want animation, use your imagination. Sadly, imagination is missing from this technically impressive but emotionally inert film."
m/10008502-christmas_carol,Joe Williams,TRUE,St. Louis Post-Dispatch,Rotten,2月4日,2009/11/5,It's eerie rather than wondrous.
m/10008502-christmas_carol,Marjorie Baumgarten,FALSE,Austin Chronicle,Rotten,2月5日,2009/11/5,"It's not that Carrey fails in this serious guise, but, rather, it strips the comic actor of everything that makes him so special."
m/10008502-christmas_carol,Jake Coyle,TRUE,Associated Press,Rotten,,2009/11/5,"Too much of the film is geared around 3-D wizardry. Unneeded sequences pop up for purely ""wow"" baiting."
m/10008502-christmas_carol,Peter Sobczynski,FALSE,eFilmCritic.com,Rotten,1月5日,2009/11/5,A leaden and ugly mess that offers all the emotional and dramatic heft of an exceptionally garish Christmas window display.
m/10008502-christmas_carol,Rene Rodriguez,TRUE,Miami Herald,Fresh,3月4日,2009/11/5,"Robert Zemeckis finds eye-popping, high-tech new life in Dickens' hoary chestnut."
m/10008502-christmas_carol,Peter Keough,FALSE,Boston Phoenix,Rotten,1.5/4,2009/11/5,"The best part of this Christmas Carol is the end, when the ugly animation metamorphoses back into the pages of a book."
